     1        2:1        1:0      +  *0.747  0.253
  8173        1:0        1:0         *0.51   0.49 
  8174        1:0        1:0         *0.964  0.036
  8175        1:0        2:1      +   0.194 *0.806
  8176        1:0        2:1      +   0.44  *0.56 
  8177        1:0        1:0         *0.99   0.01 
  8178        1:0        1:0         *0.991  0.009
  8179        1:0        1:0         *0.989  0.011
  8180        1:0        1:0         *0.515  0.485
  8181        1:0        1:0         *0.991  0.009
  8182        1:0        2:1      +   0.024 *0.976
  8183        1:0        1:0         *0.994  0.006
  8184        1:0        2:1      +   0.382 *0.618
  8185        1:0        2:1      +   0.365 *0.635
  8186        1:0        1:0         *0.97   0.03 
  8187        1:0        1:0         *0.942  0.058
  8188        1:0        1:0         *0.968  0.032
  8189        1:0        1:0         *0.979  0.021
  8190        1:0        1:0         *0.903  0.097
  8191        1:0        2:1      +   0.109 *0.891
  8192        1:0        1:0         *0.894  0.106
  8193        1:0        1:0         *0.991  0.009
  8194        1:0        1:0         *0.983  0.017
  8195        1:0        1:0         *0.985  0.015
  8196        1:0        1:0         *0.987  0.013
  8197        1:0        1:0         *0.878  0.122
  8198        1:0        1:0         *0.997  0.003
  8199        1:0        1:0         *0.985  0.015
  8200        1:0        1:0         *0.702  0.298
  8201        1:0        1:0         *0.968  0.032
  8202        1:0        1:0         *0.996  0.004
  8203        1:0        1:0         *0.959  0.041
  8204        1:0        1:0         *0.644  0.356
  8205        1:0        1:0         *0.979  0.021
  8206        1:0        1:0         *0.952  0.048
  8207        1:0        1:0         *0.843  0.157
  8208        1:0        1:0         *0.787  0.213
  8209        1:0        1:0         *0.929  0.071
  8210        1:0        1:0         *0.935  0.065
  8211        1:0        1:0         *0.622  0.378
  8212        1:0        1:0         *0.631  0.369
  8213        1:0        1:0         *0.871  0.129
  8214        1:0        1:0         *0.917  0.083
  8215        1:0        1:0         *0.929  0.071
  8216        1:0        1:0         *0.988  0.012
  8217        1:0        1:0         *0.982  0.018
  8218        1:0        1:0         *0.751  0.249
  8219        1:0        1:0         *0.674  0.326
  8220        1:0        1:0         *0.992  0.008
  8221        1:0        1:0         *0.989  0.011
  8222        1:0        1:0         *0.534  0.466
  8223        1:0        2:1      +   0.056 *0.944
  8224        1:0        1:0         *0.963  0.037
  8225        1:0        1:0         *0.898  0.102
  8226        1:0        2:1      +   0.013 *0.987
  8227        1:0        1:0         *0.891  0.109
  8228        1:0        1:0         *0.995  0.005
  8229        1:0        1:0         *0.508  0.492
  8230        1:0        1:0         *0.939  0.061
  8231        1:0        1:0         *0.948  0.052
  8232        1:0        1:0         *0.957  0.043
  8233        1:0        1:0         *0.935  0.065
  8234        1:0        2:1      +   0.372 *0.628
  8235        1:0        1:0         *0.919  0.081
  8236        1:0        1:0         *0.96   0.04 
  8237        1:0        1:0         *0.922  0.078
  8238        1:0        1:0         *0.586  0.414
  8239        1:0        1:0         *0.649  0.351
  8240        1:0        1:0         *0.996  0.004
  8241        1:0        1:0         *0.992  0.008
  8242        1:0        1:0         *0.948  0.052
  8243        1:0        1:0         *0.995  0.005
  8244        1:0        1:0         *0.931  0.069
  8245        1:0        1:0         *0.982  0.018
  8246        1:0        2:1      +   0.119 *0.881
  8247        1:0        1:0         *0.776  0.224
  8248        1:0        2:1      +   0.063 *0.937
  8249        1:0        2:1      +   0.199 *0.801
  8250        1:0        2:1      +   0.212 *0.788
  8251        1:0        2:1      +   0.259 *0.741
  8252        1:0        1:0         *0.945  0.055
  8253        1:0        1:0         *0.914  0.086
  8254        1:0        1:0         *0.974  0.026
  8255        1:0        1:0         *0.983  0.017
  8256        1:0        2:1      +   0.479 *0.521
  8257        1:0        1:0         *0.993  0.007
  8258        1:0        1:0         *0.855  0.145
  8259        1:0        1:0         *0.993  0.007
  8260        1:0        1:0         *0.98   0.02 
  8261        1:0        2:1      +   0.363 *0.637
  8262        1:0        2:1      +   0.069 *0.931
  8263        1:0        2:1      +   0.153 *0.847
  8264        1:0        1:0         *0.987  0.013
  8265        1:0        1:0         *0.992  0.008
  8266        1:0        2:1      +   0     *1    
  8267        1:0        2:1      +   0.006 *0.994
  8268        1:0        1:0         *0.958  0.042
  8269        1:0        1:0         *0.976  0.024
  8270        1:0        2:1      +   0.091 *0.909
  8271        1:0        1:0         *0.961  0.039
  8272        1:0        1:0         *0.65   0.35 
  8273        1:0        1:0         *0.614  0.386
  8274        1:0        2:1      +   0.029 *0.971
  8275        1:0        1:0         *0.779  0.221
  8276        1:0        1:0         *0.706  0.294
  8277        1:0        1:0         *0.78   0.22 
  8278        1:0        2:1      +   0.439 *0.561
  8279        1:0        1:0         *0.762  0.238
  8280        1:0        1:0         *0.912  0.088
  8281        1:0        2:1      +   0     *1    
  8282        1:0        1:0         *0.9    0.1  
  8283        1:0        1:0         *0.972  0.028
  8284        1:0        1:0         *0.752  0.248
  8285        1:0        1:0         *0.975  0.025
  8286        1:0        1:0         *0.74   0.26 
  8287        1:0        1:0         *0.686  0.314
  8288        1:0        2:1      +   0.361 *0.639
  8289        1:0        2:1      +   0.026 *0.974
  8290        1:0        1:0         *0.581  0.419
  8291        1:0        2:1      +   0     *1    
  8292        1:0        1:0         *0.966  0.034
  8293        1:0        1:0         *0.983  0.017
  8294        1:0        2:1      +   0     *1    
  8295        1:0        1:0         *0.97   0.03 
  8296        1:0        1:0         *0.984  0.016
  8297        1:0        2:1      +   0.068 *0.932
  8298        1:0        2:1      +   0.422 *0.578
  8299        1:0        2:1      +   0.329 *0.671
  8300        1:0        1:0         *0.965  0.035
  8301        1:0        1:0         *0.754  0.246
  8302        1:0        1:0         *0.83   0.17 
  8303        1:0        2:1      +   0.378 *0.622
  8304        1:0        2:1      +   0.281 *0.719
  8305        1:0        2:1      +   0.035 *0.965
  8306        1:0        1:0         *0.942  0.058
  8307        1:0        1:0         *0.926  0.074
  8308        1:0        1:0         *0.983  0.017
  8309        1:0        2:1      +   0.394 *0.606
  8310        1:0        2:1      +   0.173 *0.827
  8311        1:0        2:1      +   0.283 *0.717
  8312        1:0        1:0         *0.767  0.233
  8313        1:0        1:0         *0.85   0.15 
  8314        1:0        1:0         *0.977  0.023
  8315        1:0        1:0         *0.986  0.014
  8316        1:0        1:0         *0.936  0.064
  8317        1:0        1:0         *0.706  0.294
  8318        1:0        1:0         *0.787  0.213
  8319        1:0        1:0         *0.637  0.363
  8320        1:0        1:0         *0.597  0.403
  8321        1:0        1:0         *0.82   0.18 
  8322        1:0        1:0         *0.885  0.115
  8323        1:0        1:0         *0.966  0.034
  8324        1:0        1:0         *0.946  0.054
  8325        1:0        1:0         *0.978  0.022
  8326        1:0        1:0         *0.997  0.003
  8327        1:0        1:0         *0.779  0.221
  8328        1:0        2:1      +   0.113 *0.887
  8329        1:0        1:0         *0.772  0.228
  8330        1:0        2:1      +   0.102 *0.898
  8331        1:0        1:0         *0.915  0.085
  8332        1:0        1:0         *0.806  0.194
  8333        1:0        1:0         *0.575  0.425
  8334        1:0        2:1      +   0.276 *0.724
  8335        1:0        2:1      +   0.402 *0.598
  8336        1:0        1:0         *0.986  0.014
  8337        1:0        1:0         *0.878  0.122
  8338        1:0        1:0         *0.993  0.007
  8339        1:0        2:1      +   0.049 *0.951
  8340        1:0        2:1      +   0.337 *0.663
  8341        1:0        1:0         *0.858  0.142
  8342        1:0        1:0         *0.851  0.149
  8343        1:0        2:1      +   0.001 *0.999
  8344        1:0        1:0         *0.983  0.017
  8345        1:0        1:0         *0.936  0.064
  8346        1:0        1:0         *0.907  0.093
  8347        1:0        2:1      +   0.018 *0.982
  8348        1:0        1:0         *0.975  0.025
  8349        1:0        1:0         *0.992  0.008
  8350        1:0        1:0         *0.939  0.061
  8351        1:0        2:1      +   0.251 *0.749
  8352        1:0        1:0         *0.795  0.205
  8353        1:0        1:0         *0.761  0.239
  8354        1:0        1:0         *0.978  0.022
  8355        1:0        1:0         *0.987  0.013
  8356        1:0        1:0         *0.971  0.029
  8357        1:0        2:1      +   0.279 *0.721
  8358        1:0        2:1      +   0.039 *0.961
  8359        1:0        2:1      +   0.193 *0.807
  8360        1:0        2:1      +   0.036 *0.964
  8361        1:0        2:1      +   0.049 *0.951
  8362        1:0        1:0         *0.816  0.184
  8363        1:0        2:1      +   0.157 *0.843
  8364        1:0        1:0         *0.946  0.054
  8365        1:0        2:1      +   0.357 *0.643
  8366        1:0        1:0         *0.853  0.147
  8367        1:0        1:0         *0.959  0.041
  8368        1:0        1:0         *0.977  0.023
  8369        1:0        2:1      +   0.035 *0.965
  8370        1:0        1:0         *0.896  0.104
  8371        1:0        1:0         *0.706  0.294
  8372        1:0        1:0         *0.745  0.255
  8373        1:0        1:0         *0.99   0.01 
  8374        1:0        1:0         *0.8    0.2  
  8375        1:0        2:1      +   0     *1    
  8376        1:0        2:1      +   0     *1    
  8377        1:0        1:0         *0.964  0.036
  8378        1:0        2:1      +   0.102 *0.898
  8379        1:0        1:0         *0.521  0.479
  8380        1:0        1:0         *0.88   0.12 
  8381        1:0        2:1      +   0.458 *0.542
  8382        1:0        1:0         *0.98   0.02 
  8383        1:0        2:1      +   0.21  *0.79 
  8384        1:0        1:0         *0.976  0.024
  8385        1:0        1:0         *0.602  0.398
  8386        1:0        1:0         *0.976  0.024
  8387        1:0        2:1      +   0.213 *0.787
  8388        1:0        1:0         *0.553  0.447
  8389        1:0        1:0         *0.951  0.049
  8390        1:0        1:0         *0.93   0.07 
  8391        1:0        2:1      +   0.168 *0.832
  8392        1:0        1:0         *0.993  0.007
  8393        1:0        1:0         *0.699  0.301
  8394        1:0        1:0         *0.876  0.124
  8395        1:0        1:0         *0.857  0.143
  8396        1:0        1:0         *0.753  0.247
  8397        1:0        1:0         *0.968  0.032
  8398        1:0        2:1      +   0.348 *0.652
  8399        1:0        1:0         *0.862  0.138
  8400        1:0        1:0         *0.991  0.009
  8401        1:0        1:0         *0.744  0.256
  8402        1:0        1:0         *0.994  0.006
  8403        1:0        2:1      +   0.399 *0.601
  8404        1:0        2:1      +   0.224 *0.776
  8405        1:0        2:1      +   0.367 *0.633
  8406        1:0        2:1      +   0.116 *0.884
  8407        1:0        2:1      +   0.062 *0.938
  8408        1:0        1:0         *0.874  0.126
  8409        1:0        1:0         *0.56   0.44 
  8410        1:0        1:0         *0.799  0.201
  8411        1:0        2:1      +   0.36  *0.64 
  8412        1:0        1:0         *0.902  0.098
  8413        1:0        2:1      +   0.082 *0.918
  8414        1:0        1:0         *0.958  0.042
  8415        1:0        1:0         *0.981  0.019
  8416        1:0        1:0         *0.924  0.076
  8417        1:0        1:0         *0.924  0.076
  8418        1:0        1:0         *0.925  0.075
  8419        1:0        2:1      +   0.263 *0.737
  8420        1:0        1:0         *0.989  0.011
  8421        1:0        1:0         *0.932  0.068
  8422        1:0        1:0         *0.93   0.07 
  8423        1:0        1:0         *0.979  0.021
  8424        1:0        1:0         *0.868  0.132
  8425        1:0        2:1      +   0.317 *0.683
  8426        1:0        1:0         *0.881  0.119
  8427        1:0        2:1      +   0.087 *0.913
  8428        1:0        1:0         *0.638  0.362
  8429        1:0        1:0         *0.851  0.149
  8430        1:0        1:0         *0.964  0.036
  8431        1:0        1:0         *0.998  0.002
  8432        1:0        1:0         *0.93   0.07 
  8433        1:0        1:0         *0.974  0.026
  8434        1:0        1:0         *0.994  0.006
  8435        1:0        1:0         *0.998  0.002
  8436        1:0        1:0         *0.995  0.005
  8437        1:0        1:0         *0.639  0.361
  8438        1:0        1:0         *0.996  0.004
  8439        1:0        1:0         *0.991  0.009
  8440        1:0        1:0         *0.979  0.021
  8441        1:0        1:0         *0.994  0.006
  8442        1:0        1:0         *0.994  0.006
  8443        1:0        1:0         *0.948  0.052
  8444        1:0        1:0         *0.941  0.059
  8445        1:0        2:1      +   0.472 *0.528
  8446        1:0        1:0         *0.995  0.005
  8447        1:0        1:0         *0.958  0.042
  8448        1:0        1:0         *0.965  0.035
  8449        1:0        1:0         *0.95   0.05 
  8450        1:0        1:0         *0.981  0.019
  8451        1:0        1:0         *0.856  0.144
  8452        1:0        1:0         *0.855  0.145
  8453        1:0        1:0         *0.931  0.069
  8454        1:0        2:1      +   0.425 *0.575
  8455        1:0        1:0         *0.964  0.036
  8456        1:0        1:0         *0.937  0.063
  8457        1:0        1:0         *0.976  0.024
  8458        1:0        1:0         *0.87   0.13 
  8459        1:0        1:0         *0.954  0.046
  8460        1:0        1:0         *0.706  0.294
  8461        1:0        1:0         *0.94   0.06 
  8462        1:0        1:0         *0.991  0.009
  8463        1:0        2:1      +   0.197 *0.803
  8464        1:0        1:0         *0.95   0.05 
  8465        1:0        1:0         *0.991  0.009
  8466        1:0        1:0         *0.976  0.024
  8467        1:0        1:0         *0.654  0.346
  8468        1:0        1:0         *0.883  0.117
  8469        1:0        1:0         *0.998  0.002
  8470        1:0        2:1      +   0.008 *0.992
  8471        1:0        1:0         *0.875  0.125
  8472        1:0        1:0         *0.998  0.002
  8473        1:0        1:0         *0.916  0.084
  8474        1:0        1:0         *0.989  0.011
  8475        1:0        2:1      +   0.088 *0.912
  8476        1:0        2:1      +   0.274 *0.726
  8477        1:0        1:0         *0.986  0.014
  8478        1:0        1:0         *0.776  0.224
  8479        1:0        1:0         *0.972  0.028
  8480        1:0        1:0         *0.995  0.005
  8481        1:0        1:0         *0.974  0.026
  8482        1:0        1:0         *0.955  0.045
  8483        1:0        1:0         *0.718  0.282
  8484        1:0        1:0         *0.959  0.041
  8485        1:0        1:0         *0.911  0.089
  8486        1:0        2:1      +   0.403 *0.597
  8487        1:0        1:0         *0.667  0.333
  8488        1:0        1:0         *0.741  0.259
  8489        1:0        1:0         *0.939  0.061
  8490        1:0        2:1      +   0.073 *0.927
  8491        1:0        1:0         *0.991  0.009
  8492        1:0        1:0         *0.961  0.039
  8493        1:0        1:0         *0.937  0.063
  8494        1:0        2:1      +   0.332 *0.668
  8495        1:0        1:0         *0.997  0.003
  8496        1:0        1:0         *0.748  0.252
  8497        1:0        1:0         *0.955  0.045
  8498        1:0        1:0         *0.967  0.033
  8499        1:0        2:1      +   0.356 *0.644
  8500        1:0        1:0         *0.969  0.031
  8501        1:0        1:0         *0.89   0.11 
  8502        1:0        1:0         *0.762  0.238
  8503        1:0        1:0         *0.859  0.141
  8504        1:0        1:0         *0.975  0.025
  8505        1:0        1:0         *0.93   0.07 
  8506        1:0        2:1      +   0.105 *0.895
  8507        1:0        2:1      +   0.05  *0.95 
  8508        1:0        1:0         *0.996  0.004
  8509        1:0        2:1      +   0.184 *0.816
  8510        1:0        2:1      +   0     *1    
  8511        1:0        2:1      +   0.367 *0.633
  8512        1:0        1:0         *0.711  0.289
  8513        1:0        2:1      +   0.047 *0.953
  8514        1:0        1:0         *0.628  0.372
  8515        1:0        1:0         *0.639  0.361
  8516        1:0        1:0         *0.994  0.006
  8517        1:0        1:0         *0.976  0.024
  8518        1:0        1:0         *0.964  0.036
  8519        1:0        1:0         *0.855  0.145
  8520        1:0        1:0         *0.932  0.068
  8521        1:0        1:0         *0.73   0.27 
  8522        1:0        1:0         *0.899  0.101
  8523        1:0        1:0         *0.733  0.267
  8524        1:0        1:0         *0.67   0.33 
  8525        1:0        2:1      +   0.068 *0.932
  8526        1:0        1:0         *0.946  0.054
  8527        1:0        1:0         *0.961  0.039
  8528        1:0        1:0         *0.995  0.005
  8529        1:0        1:0         *0.966  0.034
  8530        1:0        2:1      +   0.073 *0.927
  8531        1:0        1:0         *0.996  0.004
  8532        1:0        1:0         *0.962  0.038
  8533        1:0        1:0         *0.851  0.149
  8534        1:0        1:0         *0.99   0.01 
  8535        1:0        1:0         *0.816  0.184
  8536        1:0        1:0         *0.982  0.018
  8537        1:0        1:0         *0.995  0.005
  8538        1:0        1:0         *0.771  0.229
  8539        1:0        1:0         *0.982  0.018
  8540        1:0        2:1      +   0.268 *0.732
  8541        1:0        1:0         *0.972  0.028
  8542        1:0        1:0         *0.932  0.068
  8543        1:0        1:0         *0.989  0.011
  8544        1:0        2:1      +   0.297 *0.703
  8545        1:0        1:0         *0.982  0.018
  8546        1:0        1:0         *0.677  0.323
  8547        1:0        1:0         *0.986  0.014
  8548        1:0        1:0         *0.994  0.006
  8549        1:0        1:0         *0.991  0.009
  8550        1:0        1:0         *0.961  0.039
  8551        1:0        1:0         *0.946  0.054
  8552        1:0        1:0         *0.996  0.004
  8553        1:0        1:0         *0.988  0.012
  8554        1:0        1:0         *0.94   0.06 
  8555        1:0        1:0         *0.998  0.002
  8556        1:0        1:0         *0.507  0.493
  8557        1:0        1:0         *0.971  0.029
  8558        1:0        1:0         *0.849  0.151
  8559        1:0        2:1      +   0.425 *0.575
  8560        1:0        1:0         *0.987  0.013
  8561        1:0        1:0         *0.987  0.013
  8562        1:0        1:0         *0.737  0.263
  8563        1:0        1:0         *0.993  0.007
  8564        1:0        1:0         *0.741  0.259
  8565        1:0        1:0         *0.53   0.47 
  8566        1:0        1:0         *0.565  0.435
  8567        1:0        1:0         *0.873  0.127
  8568        1:0        1:0         *0.991  0.009
  8569        1:0        1:0         *0.977  0.023
  8570        1:0        1:0         *0.992  0.008
  8571        1:0        1:0         *0.683  0.317
  8572        1:0        1:0         *0.993  0.007
  8573        1:0        1:0         *0.981  0.019
  8574        1:0        1:0         *0.784  0.216
  8575        1:0        1:0         *0.991  0.009
  8576        1:0        1:0         *0.925  0.075
  8577        1:0        2:1      +   0.433 *0.567
  8578        1:0        1:0         *0.893  0.107
  8579        1:0        1:0         *0.937  0.063
  8580        1:0        1:0         *0.991  0.009
  8581        1:0        1:0         *0.947  0.053
  8582        1:0        1:0         *0.916  0.084
  8583        1:0        1:0         *0.969  0.031
  8584        1:0        1:0         *0.98   0.02 
  8585        1:0        1:0         *0.76   0.24 
  8586        1:0        1:0         *0.994  0.006
  8587        1:0        1:0         *0.89   0.11 
  8588        1:0        1:0         *0.926  0.074
  8589        1:0        1:0         *0.985  0.015
  8590        1:0        1:0         *0.959  0.041
  8591        1:0        1:0         *0.987  0.013
  8592        1:0        1:0         *0.911  0.089
  8593        1:0        1:0         *0.764  0.236
  8594        1:0        1:0         *0.84   0.16 
  8595        1:0        1:0         *0.992  0.008
  8596        1:0        1:0         *0.712  0.288
  8597        1:0        1:0         *0.881  0.119
  8598        1:0        1:0         *0.992  0.008
  8599        1:0        1:0         *0.729  0.271
  8600        1:0        1:0         *0.785  0.215
  8601        1:0        1:0         *0.604  0.396
  8602        1:0        1:0         *0.985  0.015
  8603        1:0        1:0         *0.85   0.15 
  8604        1:0        1:0         *0.983  0.017
  8605        1:0        1:0         *0.973  0.027
  8606        1:0        1:0         *0.981  0.019
  8607        1:0        2:1      +   0.085 *0.915
  8608        1:0        1:0         *0.979  0.021
  8609        1:0        1:0         *0.98   0.02 
  8610        1:0        1:0         *0.891  0.109
  8611        1:0        1:0         *0.981  0.019
  8612        1:0        1:0         *0.942  0.058
  8613        1:0        1:0         *0.998  0.002
  8614        1:0        1:0         *0.993  0.007
  8615        1:0        2:1      +   0.135 *0.865
  8616        1:0        1:0         *0.916  0.084
  8617        1:0        1:0         *0.972  0.028
  8618        1:0        1:0         *0.989  0.011
  8619        1:0        1:0         *0.948  0.052
  8620        1:0        1:0         *0.983  0.017
  8621        1:0        1:0         *0.965  0.035
  8622        1:0        1:0         *0.587  0.413
  8623        1:0        1:0         *0.918  0.082
  8624        1:0        1:0         *0.556  0.444
  8625        1:0        1:0         *0.8    0.2  
  8626        1:0        1:0         *0.762  0.238
  8627        1:0        1:0         *0.934  0.066
  8628        1:0        1:0         *0.959  0.041
  8629        1:0        1:0         *0.988  0.012
  8630        1:0        1:0         *0.978  0.022
  8631        1:0        1:0         *0.936  0.064
  8632        1:0        1:0         *0.921  0.079
  8633        1:0        1:0         *0.973  0.027
  8634        1:0        2:1      +   0.323 *0.677
  8635        1:0        1:0         *0.997  0.003
  8636        1:0        1:0         *0.975  0.025
  8637        1:0        1:0         *0.606  0.394
  8638        1:0        1:0         *0.86   0.14 
  8639        1:0        1:0         *0.93   0.07 
  8640        1:0        1:0         *0.956  0.044
  8641        1:0        1:0         *0.92   0.08 
  8642        1:0        1:0         *0.983  0.017
  8643        1:0        1:0         *0.988  0.012
  8644        1:0        1:0         *0.989  0.011
  8645        1:0        1:0         *0.978  0.022
  8646        1:0        1:0         *0.937  0.063
  8647        1:0        1:0         *0.526  0.474
  8648        1:0        1:0         *0.968  0.032
  8649        1:0        2:1      +   0.491 *0.509
  8650        1:0        2:1      +   0.321 *0.679
  8651        1:0        1:0         *0.874  0.126
  8652        1:0        1:0         *0.932  0.068
  8653        1:0        1:0         *0.708  0.292
  8654        1:0        1:0         *0.512  0.488
  8655        1:0        1:0         *0.882  0.118
  8656        1:0        1:0         *0.98   0.02 
  8657        1:0        1:0         *0.984  0.016
  8658        1:0        2:1      +   0.001 *0.999
  8659        1:0        1:0         *0.985  0.015
  8660        1:0        1:0         *0.963  0.037
  8661        1:0        1:0         *0.976  0.024
  8662        1:0        1:0         *0.947  0.053
  8663        1:0        1:0         *0.994  0.006
  8664        1:0        1:0         *0.993  0.007
  8665        1:0        1:0         *0.742  0.258
  8666        1:0        1:0         *0.988  0.012
  8667        1:0        1:0         *0.927  0.073
  8668        1:0        1:0         *0.637  0.363
  8669        1:0        1:0         *0.627  0.373
  8670        1:0        1:0         *0.989  0.011
  8671        1:0        2:1      +   0.225 *0.775
  8672        1:0        1:0         *0.971  0.029
  8673        1:0        2:1      +   0.321 *0.679
  8674        1:0        1:0         *0.979  0.021
  8675        1:0        1:0         *0.873  0.127
  8676        1:0        1:0         *0.617  0.383
  8677        1:0        1:0         *0.91   0.09 
  8678        1:0        1:0         *0.963  0.037
  8679        1:0        1:0         *0.557  0.443
  8680        1:0        1:0         *0.951  0.049
  8681        1:0        1:0         *0.988  0.012
  8682        1:0        1:0         *0.996  0.004
  8683        1:0        1:0         *0.96   0.04 
  8684        1:0        1:0         *0.999  0.001
  8685        1:0        1:0         *0.987  0.013
  8686        1:0        2:1      +   0.208 *0.792
  8687        1:0        2:1      +   0     *1    
  8688        1:0        1:0         *0.989  0.011
  8689        1:0        2:1      +   0.091 *0.909
  8690        1:0        1:0         *0.963  0.037
  8691        1:0        1:0         *0.688  0.312
  8692        1:0        1:0         *0.99   0.01 
  8693        1:0        1:0         *0.996  0.004
  8694        1:0        1:0         *0.817  0.183
  8695        1:0        1:0         *0.991  0.009
  8696        1:0        1:0         *0.996  0.004
  8697        1:0        1:0         *0.957  0.043
  8698        1:0        1:0         *0.989  0.011
  8699        1:0        2:1      +   0.001 *0.999
  8700        1:0        1:0         *0.933  0.067
  8701        1:0        2:1      +   0.235 *0.765
  8702        1:0        1:0         *0.925  0.075
  8703        1:0        1:0         *0.998  0.002
  8704        1:0        1:0         *0.876  0.124
  8705        1:0        1:0         *0.992  0.008
  8706        1:0        1:0         *0.868  0.132
  8707        1:0        1:0         *0.975  0.025
  8708        1:0        2:1      +   0.044 *0.956
  8709        1:0        2:1      +   0.344 *0.656
  8710        1:0        1:0         *0.866  0.134
  8711        1:0        1:0         *0.998  0.002
  8712        1:0        2:1      +   0.178 *0.822
  8713        1:0        1:0         *0.986  0.014
  8714        1:0        1:0         *0.943  0.057
  8715        1:0        1:0         *0.629  0.371
  8716        1:0        1:0         *0.954  0.046
  8717        1:0        1:0         *0.878  0.122
  8718        1:0        1:0         *0.982  0.018
  8719        1:0        2:1      +   0.037 *0.963
  8720        1:0        1:0         *0.976  0.024
  8721        1:0        1:0         *0.974  0.026
  8722        1:0        1:0         *0.606  0.394
  8723        1:0        2:1      +   0.349 *0.651
  8724        1:0        1:0         *0.993  0.007
  8725        1:0        1:0         *0.509  0.491
  8726        1:0        2:1      +   0.009 *0.991
  8727        1:0        1:0         *0.946  0.054
  8728        1:0        1:0         *0.985  0.015
  8729        1:0        2:1      +   0.475 *0.525
  8730        1:0        1:0         *0.972  0.028
  8731        1:0        1:0         *0.754  0.246
  8732        1:0        1:0         *0.93   0.07 
  8733        1:0        1:0         *0.712  0.288
  8734        1:0        2:1      +   0.293 *0.707
  8735        1:0        1:0         *0.996  0.004
  8736        1:0        1:0         *0.985  0.015
  8737        1:0        1:0         *0.976  0.024
  8738        1:0        1:0         *0.984  0.016
  8739        1:0        1:0         *0.998  0.002
  8740        1:0        1:0         *0.991  0.009
  8741        1:0        1:0         *0.972  0.028
  8742        1:0        1:0         *0.922  0.078
  8743        1:0        1:0         *0.998  0.002
  8744        1:0        1:0         *0.807  0.193
  8745        1:0        1:0         *0.978  0.022
  8746        1:0        1:0         *0.997  0.003
  8747        1:0        1:0         *0.932  0.068
  8748        1:0        1:0         *0.877  0.123
  8749        1:0        1:0         *0.924  0.076
  8750        1:0        1:0         *0.997  0.003
  8751        1:0        1:0         *0.981  0.019
  8752        1:0        1:0         *0.969  0.031
  8753        1:0        1:0         *0.601  0.399
  8754        1:0        1:0         *0.971  0.029
  8755        1:0        1:0         *0.837  0.163
  8756        1:0        1:0         *0.994  0.006
  8757        1:0        1:0         *0.59   0.41 
  8758        1:0        1:0         *0.982  0.018
  8759        1:0        1:0         *0.953  0.047
  8760        1:0        1:0         *0.618  0.382
  8761        1:0        1:0         *0.596  0.404
  8762        1:0        1:0         *0.997  0.003
  8763        1:0        1:0         *0.986  0.014
  8764        1:0        1:0         *0.786  0.214
  8765        1:0        1:0         *0.985  0.015
  8766        1:0        1:0         *0.997  0.003
  8767        1:0        1:0         *0.995  0.005
  8768        1:0        1:0         *0.996  0.004
  8769        1:0        1:0         *0.985  0.015
  8770        1:0        1:0         *0.989  0.011
  8771        1:0        1:0         *0.966  0.034
  8772        1:0        2:1      +   0.463 *0.537
  8773        1:0        1:0         *0.65   0.35 
  8774        1:0        1:0         *0.937  0.063
  8775        1:0        1:0         *0.987  0.013
  8776        1:0        1:0         *0.997  0.003
  8777        1:0        1:0         *0.53   0.47 
  8778        1:0        1:0         *0.997  0.003
  8779        1:0        1:0         *0.619  0.381
  8780        1:0        1:0         *0.997  0.003
  8781        1:0        1:0         *0.979  0.021
  8782        1:0        1:0         *0.983  0.017
  8783        1:0        1:0         *0.757  0.243
  8784        1:0        1:0         *0.987  0.013
  8785        1:0        1:0         *0.965  0.035
  8786        1:0        1:0         *0.934  0.066
  8787        1:0        1:0         *0.99   0.01 
  8788        1:0        1:0         *0.995  0.005
  8789        1:0        2:1      +   0.024 *0.976
  8790        1:0        1:0         *0.96   0.04 
  8791        1:0        1:0         *0.982  0.018
  8792        1:0        1:0         *0.994  0.006
  8793        1:0        1:0         *0.989  0.011
  8794        1:0        1:0         *0.994  0.006
  8795        1:0        1:0         *0.873  0.127
  8796        1:0        1:0         *0.771  0.229
  8797        1:0        1:0         *0.984  0.016
  8798        1:0        1:0         *0.99   0.01 
  8799        1:0        1:0         *0.996  0.004
  8800        1:0        1:0         *0.997  0.003
  8801        1:0        1:0         *0.69   0.31 
  8802        1:0        2:1      +   0.007 *0.993
  8803        1:0        1:0         *0.928  0.072
  8804        1:0        1:0         *0.702  0.298
  8805        1:0        1:0         *0.962  0.038
  8806        1:0        1:0         *0.996  0.004
  8807        1:0        1:0         *0.543  0.457
  8808        1:0        1:0         *0.564  0.436
  8809        1:0        2:1      +   0.243 *0.757
  8810        1:0        2:1      +   0.483 *0.517
  8811        1:0        1:0         *0.959  0.041
  8812        1:0        1:0         *0.958  0.042
  8813        1:0        1:0         *0.997  0.003
  8814        1:0        1:0         *0.922  0.078
  8815        1:0        1:0         *0.958  0.042
  8816        1:0        1:0         *0.967  0.033
  8817        1:0        1:0         *0.996  0.004
  8818        1:0        1:0         *0.752  0.248
  8819        1:0        1:0         *0.984  0.016
  8820        1:0        1:0         *0.985  0.015
  8821        1:0        1:0         *0.997  0.003
  8822        1:0        1:0         *0.996  0.004
  8823        1:0        2:1      +   0.265 *0.735
  8824        1:0        1:0         *0.998  0.002
